# Cameras (0)
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33
DJI_20250424164644_0002_D	384175.4469258839	3997856.573318927	1564.898073071519	-9.520749764598065	-31.01487002298682	-108.50416557457088	-0.2719998413969682	-0.9622871262296758	-0.004424135243851832	0.812725466509106	-0.23218163306398001	0.5343865692130549	-0.5152605189295799	0.14175745469066206	0.845228620949412
DJI_20250424164646_0003_D	384206.27886397234	3997849.4544114876	1564.938365995446	-9.498205482746101	-31.198683603085495	-108.08754552314949	-0.2655684720005379	-0.9640903969893803	-0.0017587245829229557	0.813106244552286	-0.22495777106881182	0.5368912704690122	-0.518007356848701	0.14115136438806083	0.8436496136323487
DJI_20250424164648_0004_D	384206.3883367037	3997849.3890577224	1564.9037595872983	-9.461196587616826	-31.193327584771044	-108.1342340981017	-0.26624602946534526	-0.9639010549701348	-0.0027942837006199217	0.8129355856723331	-0.2261025398672189	0.5366687758880457	-0.5179273938898379	0.14061435806152126	0.8437883721440033
DJI_20250424164650_0005_D	384173.65170187835	3997857.0875915927	1564.8652094188324	-8.952000814342199	-31.158164283998584	-107.47676696446686	-0.2569957080780164	-0.9663992502067876	-0.005069046186183505	0.8162401953453219	-0.2198659685844447	0.5342386165011423	-0.5174023091677401	0.13315947228110606	0.8453185230489791
DJI_20250424164652_0006_D	384203.7152588039	3997849.8806253383	1564.9759787036949	-9.483685014537599	-31.136700231035316	-108.29312991282981	-0.26866001915514076	-0.9632281790472473	-0.0036426908849409062	0.8126797116313367	-0.22869645675097397	0.535956730503832	-0.5170816960697475	0.14102980450555025	0.8442375932347241
DJI_20250424164654_0007_D	384174.5005626463	3997856.9762600693	1564.8713842523068	-9.342789339753722	-31.225921512330288	-107.92938052699658	-0.2632470448851926	-0.9647237384545607	-0.0030169225163159483	0.8136018582210631	-0.22368826492958435	0.5366708268874181	-0.5184139365974322	0.13882243548882198	0.8437863009948108
DJI_20250424164656_0008_D	384204.01865227765	3997850.1293795165	1564.9226877783321	-9.340285727257822	-31.238823388208665	-107.78745705165187	-0.26119525345573197	-0.965284332932196	-0.0017877829402878846	0.8141402561247545	-0.22129162440973077	0.5368478930974971	-0.5186064817656206	0.13876661544387503	0.8436771559719611
DJI_20250424164658_0009_D	384173.688609458	3997857.109095174	1564.8486080909008	-9.413149982938648	-31.19165418084389	-108.25002526578932	-0.26789311340792327	-0.9634372767947018	-0.004679045951745219	0.8124102250236335	-0.2285038901320965	0.5364472000780207	-0.5179024097893915	0.13990920583331087	0.8439209133902498
DJI_20250424164700_0010_D	384178.44578929356	3997855.869716365	1564.8756186746577	-9.336704199910855	-31.09807222193675	-108.22925516501115	-0.26786284806188193	-0.9634422627055221	-0.0053386385006610575	0.8133096439533185	-0.22908557221867573	0.5348338280753827	-0.5165045185481956	0.1389201462499428	0.8449403974749883
DJI_20250424164702_0011_D	384183.70751484064	3997854.585400188	1564.8579279721164	-9.306000848770907	-31.08812155863685	-108.07810542633145	-0.2657441901388365	-0.9640335452211776	-0.004398760705204212	0.8140987133063813	-0.22685259873808045	0.5345850572534495	-0.5163557982635116	0.13848184766989205	0.8451032288812914
